Instance,Terminal,Layer,X location,Y location,Voltage
_268_,VGND,li1,62.7900,16.3200,0.000087
_267_,VGND,li1,62.5600,16.3200,0.000087
_266_,VGND,li1,59.1100,16.3200,0.000082
_265_,VGND,li1,66.4700,21.7600,0.000053
_264_,VGND,li1,52.2100,27.2000,0.000043
_263_,VGND,li1,66.0100,76.1600,0.000287
_262_,VGND,li1,65.0900,70.7200,0.000588
_261_,VGND,li1,54.9700,54.4000,0.000352
_260_,VGND,li1,59.5700,54.4000,0.000358
_259_,VGND,li1,54.5100,38.0800,0.000520
_258_,VGND,li1,53.1300,38.0800,0.000505
_257_,VGND,li1,42.0900,27.2000,0.000033
_256_,VGND,li1,37.9500,27.2000,0.000029
_255_,VGND,li1,41.6300,21.7600,0.000038
_254_,VGND,li1,36.5700,16.3200,0.000047
_253_,VGND,li1,76.8200,54.4000,0.000371
_252_,VGND,li1,74.0600,54.4000,0.000370
_251_,VGND,li1,75.6700,59.8400,0.000111
_250_,VGND,li1,75.4400,59.8400,0.000111
_249_,VGND,li1,76.5900,54.4000,0.000371
_248_,VGND,li1,72.9100,59.8400,0.000109
_247_,VGND,li1,80.5000,48.9600,0.000221
_246_,VGND,li1,72.4500,54.4000,0.000368
_245_,VGND,li1,66.4700,59.8400,0.000106
_244_,VGND,li1,77.9700,54.4000,0.000371
_243_,VGND,li1,71.5300,48.9600,0.000205
_242_,VGND,li1,71.5300,48.9600,0.000205
_241_,VGND,li1,74.0600,54.4000,0.000370
_240_,VGND,li1,68.7700,70.7200,0.000599
_239_,VGND,li1,72.4500,76.1600,0.000291
_238_,VGND,li1,9.8900,32.6400,0.000074
_237_,VGND,li1,49.4500,48.9600,0.000149
_236_,VGND,li1,62.3300,48.9600,0.000186
_235_,VGND,li1,15.4100,32.6400,0.000070
_234_,VGND,li1,8.0500,81.6000,0.000029
_233_,VGND,li1,8.9700,76.1600,0.000105
_232_,VGND,li1,8.9700,70.7200,0.000182
_231_,VGND,li1,8.9700,59.8400,0.000033
_230_,VGND,li1,8.9700,54.4000,0.000099
_229_,VGND,li1,8.5100,38.0800,0.000164
_228_,VGND,li1,12.1900,43.5200,0.000112
_227_,VGND,li1,8.0500,43.5200,0.000113
_226_,VGND,li1,61.8700,76.1600,0.000283
_225_,VGND,li1,41.1700,38.0800,0.000410
_224_,VGND,li1,64.1700,81.6000,0.000080
_223_,VGND,li1,14.2600,27.2000,0.000016
_222_,VGND,li1,67.8500,48.9600,0.000200
_221_,VGND,li1,71.9900,43.5200,0.000533
_220_,VGND,li1,29.9000,65.2800,0.000078
_219_,VGND,li1,39.3300,70.7200,0.000360
_218_,VGND,li1,61.4100,87.0400,0.000072
_217_,VGND,li1,64.1700,87.0400,0.000073
_216_,VGND,li1,21.3900,38.0800,0.000162
_215_,VGND,li1,21.8500,81.6000,0.000028
_214_,VGND,li1,23.2300,81.6000,0.000028
_213_,VGND,li1,15.4100,48.9600,0.000048
_212_,VGND,li1,29.6700,54.4000,0.000138
_211_,VGND,li1,30.5900,54.4000,0.000162
_210_,VGND,li1,8.0500,32.6400,0.000074
_209_,VGND,li1,64.6300,27.2000,0.000050
_208_,VGND,li1,50.8300,16.3200,0.000073
